2016-07-30 08:07:28 200 GET / (127.0.0.1) 1.49ms
2016-07-30 08:07:28 404 GET /favicon.ico (127.0.0.1) 1.55ms
2016-07-30 08:07:28 404 GET /apple-touch-icon-precomposed.png (127.0.0.1) 0.55ms
2016-07-30 08:07:28 404 GET /apple-touch-icon.png (127.0.0.1) 0.41ms
2016-07-30 08:09:14 200 GET / (127.0.0.1) 1.76ms
2016-07-30 08:09:17 304 GET / (127.0.0.1) 0.34ms
2016-07-30 08:09:19 200 GET /trade.do (127.0.0.1) 0.54ms
2016-07-30 11:08:22 304 GET / (127.0.0.1) 0.98ms
2016-07-30 11:08:25 304 GET / (127.0.0.1) 0.39ms
2016-07-30 11:08:25 200 GET /trade.do (127.0.0.1) 0.39ms
2016-07-30 11:08:26 304 GET /trade.do (127.0.0.1) 0.33ms
2016-07-30 11:09:05 200 GET /trade.do (127.0.0.1) 2.51ms
2016-07-30 11:09:08 200 GET / (127.0.0.1) 0.39ms
2016-07-30 11:09:08 200 GET / (127.0.0.1) 0.36ms
2016-07-30 11:13:03 200 GET / (127.0.0.1) 2.12ms
2016-07-30 11:13:09 200 GET / (127.0.0.1) 0.46ms
2016-07-30 11:25:25 304 GET / (127.0.0.1) 1.05ms
2016-07-30 11:25:25 200 GET /trade.do (127.0.0.1) 0.67ms
2016-07-30 21:18:38 405 POST /trade.do (127.0.0.1) 2.31ms
2016-07-30 21:18:51 405 POST /trade.do (127.0.0.1) 0.50ms
2016-07-30 21:19:26 200 POST /trade.do (127.0.0.1) 2.64ms
2016-07-30 21:20:04 200 POST /trade.do (127.0.0.1) 1.65ms
2016-07-30 21:21:07 200 POST /trade.do (127.0.0.1) 1.48ms
2016-07-30 21:21:13 200 POST /trade.do (127.0.0.1) 0.85ms
2016-07-30 21:21:38 200 POST /trade.do (127.0.0.1) 0.80ms
2016-07-30 21:22:19 200 POST /trade.do (127.0.0.1) 0.92ms
2016-07-30 21:23:25 200 POST /trade.do (127.0.0.1) 2.01ms
2016-07-30 21:24:26 200 POST /trade.do (127.0.0.1) 1.54ms
2016-07-30 21:24:55 200 POST /trade.do (127.0.0.1) 1.61ms
2016-07-30 21:25:33 200 POST /trade.do (127.0.0.1) 3.98ms
2016-07-30 21:25:35 200 POST /trade.do (127.0.0.1) 2.13ms
2016-07-30 21:25:36 200 POST /trade.do (127.0.0.1) 1.01ms
2016-07-30 21:27:37 200 POST /trade.do (127.0.0.1) 1.96ms
2016-07-30 21:27:38 200 POST /trade.do (127.0.0.1) 1.52ms
2016-07-30 21:27:38 200 POST /trade.do (127.0.0.1) 2.40ms
2016-07-30 21:27:39 200 POST /trade.do (127.0.0.1) 1.11ms
2016-07-30 21:29:56 200 POST /trade.do (127.0.0.1) 2.20ms
2016-07-30 21:29:57 200 POST /trade.do (127.0.0.1) 0.89ms
2016-07-30 21:30:27 200 POST /trade.do (127.0.0.1) 2.51ms
2016-07-30 21:30:28 200 POST /trade.do (127.0.0.1) 1.30ms
2016-07-30 21:30:28 200 POST /trade.do (127.0.0.1) 1.04ms
2016-07-30 21:31:31 200 POST /trade.do (127.0.0.1) 3.49ms
2016-07-30 21:31:32 200 POST /trade.do (127.0.0.1) 1.90ms
2016-07-30 21:31:33 200 POST /trade.do (127.0.0.1) 1.31ms
2016-07-30 21:33:54 200 POST /trade.do (127.0.0.1) 3.57ms
2016-07-30 21:34:30 200 POST /trade.do (127.0.0.1) 3.40ms
2016-07-30 21:34:31 200 POST /trade.do (127.0.0.1) 0.75ms
2016-07-30 21:35:27 200 POST /trade.do (127.0.0.1) 3.28ms
2016-07-30 21:35:28 200 POST /trade.do (127.0.0.1) 2.64ms
2016-07-30 21:35:29 200 POST /trade.do (127.0.0.1) 4.90ms
2016-07-30 21:36:11 200 POST /trade.do (127.0.0.1) 2.91ms
2016-07-30 21:36:11 200 POST /trade.do (127.0.0.1) 4.01ms
2016-07-30 21:36:12 200 POST /trade.do (127.0.0.1) 3.68ms
2016-07-30 21:36:12 200 POST /trade.do (127.0.0.1) 2.42ms
2016-07-30 21:36:13 200 POST /trade.do (127.0.0.1) 3.71ms
2016-07-30 21:36:13 200 POST /trade.do (127.0.0.1) 2.66ms
2016-07-30 21:36:14 200 POST /trade.do (127.0.0.1) 2.60ms
2016-07-30 21:36:14 200 POST /trade.do (127.0.0.1) 3.49ms
2016-07-30 21:36:15 200 POST /trade.do (127.0.0.1) 2.29ms
2016-07-30 21:36:15 200 POST /trade.do (127.0.0.1) 0.74ms
2016-07-30 21:36:16 200 POST /trade.do (127.0.0.1) 2.50ms
2016-07-30 21:38:12 200 POST /trade.do (127.0.0.1) 2.83ms
2016-07-30 21:38:13 200 POST /trade.do (127.0.0.1) 2.71ms
2016-07-30 21:38:14 200 POST /trade.do (127.0.0.1) 2.29ms
2016-07-30 21:38:15 200 POST /trade.do (127.0.0.1) 4.05ms
2016-07-30 21:38:15 200 POST /trade.do (127.0.0.1) 3.20ms
2016-07-30 21:38:16 200 POST /trade.do (127.0.0.1) 2.27ms
2016-07-30 21:38:17 200 POST /trade.do (127.0.0.1) 2.19ms
2016-07-30 21:38:18 200 POST /trade.do (127.0.0.1) 3.45ms
2016-07-30 21:38:18 200 POST /trade.do (127.0.0.1) 3.28ms
2016-07-30 21:38:19 200 POST /trade.do (127.0.0.1) 2.03ms
2016-07-30 21:39:29 200 POST /trade.do (127.0.0.1) 2.40ms
2016-07-30 21:39:30 200 POST /trade.do (127.0.0.1) 2.60ms
2016-07-30 21:39:31 200 POST /trade.do (127.0.0.1) 3.42ms
